,3LargestGFA,ListOfAllPropertyUseTypes,FirstUseType,SecondLargestPropertyUseType,YearBuilt,NumberofFloors,NumberofBuildings,Latitude,Longitude,Neighborhood,SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu)
185,128766.0,"Office, Other, Other - Entertainment/Public Assembly",Other,Other,1914,7,1.0,47.61103,-122.33238,DOWNTOWN,6057410.0,5732650.0,324760.0,0.0
187,203000.0,Other,Other,,1955,15,1.0,47.60699,-122.33481,DOWNTOWN,62197176.0,62197171.0,0.0,0.0
191,204961.0,K-12 School,K-12 School,,2007,3,1.0,47.55237,-122.31391,GREATER DUWAMISH,8190809.0,4528726.0,3662082.0,0.0
192,77810.0,Other,Other,,1973,1,1.0,47.63965,-122.3783,MAGNOLIA / QUEEN ANNE,3267564.0,1563366.0,1704198.0,0.0
193,156546.0,"Medical Office, Office",Medical Office,Office,1927,5,1.0,47.61972,-122.36033,MAGNOLIA / QUEEN ANNE,28731502.0,18745441.0,9986059.0,0.0
194,122309.0,Hotel,Hotel,,1961,4,1.0,47.6124,-122.35075,DOWNTOWN,25453690.0,6322533.0,19131155.0,0.0
195,217088.0,Other,Other,,1995,3,4.0,47.61137,-122.34947,DOWNTOWN,24017770.0,13788853.0,10228916.0,0.0
196,277000.0,Hotel,Hotel,,2003,8,1.0,47.61069,-122.34653,DOWNTOWN,26659244.0,13763542.0,12895700.0,0.0
197,69400.0,Other - Entertainment/Public Assembly,Other,,1980,2,1.0,47.60729,-122.34211,DOWNTOWN,14833476.0,10534370.0,4299104.0,0.0
198,65671.300049,"Other, Restaurant, Retail Store",Mixed Use Property,Other,1900,1,1.0,47.6041,-122.33958,DOWNTOWN,10394330.0,3787933.0,6606397.0,0.0
199,40000.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1914,4,1.0,47.60271,-122.33557,DOWNTOWN,1380293.625,887532.0,0.0,492761.8125
200,203504.0,"Non-Refrigerated Warehouse, Other - Services",Warehouse,Other - Services,2008,4,1.0,47.59486,-122.32455,GREATER DUWAMISH,3785282.5,3785282.0,0.0,0.0
201,100734.0,Office,Large Office,,1968,3,1.0,47.61757,-122.35122,DOWNTOWN,9788717.0,9788716.0,0.0,0.0
202,79678.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1981,4,1.0,47.61703,-122.35012,DOWNTOWN,5007401.0,4286102.0,721298.0,0.0
203,229024.0,"Financial Office, Laboratory, Office, Parking",Large Office,Laboratory,1978,12,1.0,47.61619,-122.34599,DOWNTOWN,18661606.0,18246151.0,415452.0,0.0
204,511134.0,"Office, Parking",Large Office,Parking,1989,25,1.0,47.61217,-122.33694,DOWNTOWN,24755086.0,24755084.0,0.0,0.0
205,693450.0,"Office, Retail Store",Retail Store,Office,1925,10,1.0,47.61229,-122.33629,DOWNTOWN,40062888.0,37497068.0,2544584.0,21230.80078
206,787609.0,"Lifestyle Center, Office, Other, Parking, Restaurant",Large Office,Parking,1976,33,1.0,47.61316,-122.3343,DOWNTOWN,40847752.0,40839637.0,538251.0,0.0
207,770843.0,"Office, Parking, Restaurant",Large Office,Parking,2000,23,1.0,47.61399,-122.33523,DOWNTOWN,30985420.0,27883939.0,3101477.0,0.0
208,51447.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1926,10,1.0,47.61356,-122.33665,DOWNTOWN,3444270.0,1357845.0,0.0,2086424.75
209,173770.0,"Office, Other - Recreation, Parking, Retail Store",Large Office,Other - Recreation,1930,17,1.0,47.61375,-122.33566,DOWNTOWN,7739699.0,6736076.0,1003622.0,0.0
210,61533.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1916,5,1.0,47.61256,-122.33808,DOWNTOWN,3757006.0,3757005.0,0.0,0.0
211,255668.0,"Office, Parking",Large Office,Parking,1969,20,1.0,47.61391,-122.33725,DOWNTOWN,14633233.0,8064399.0,0.0,6568832.0
212,773807.0,"Office, Parking",Large Office,Parking,2009,25,1.0,47.61578,-122.33726,DOWNTOWN,27018020.0,26131643.0,886373.0,0.0
213,212250.0,"Office, Parking",Large Office,Parking,1968,12,1.0,47.61641,-122.34112,DOWNTOWN,8580279.0,6267781.0,0.0,2312496.75
214,904681.0,"Office, Parking",Large Office,Parking,2009,36,1.0,47.61555,-122.33582,DOWNTOWN,39523852.0,39523847.0,0.0,0.0
215,453331.0,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Large Office,Parking,1990,16,1.0,47.61516,-122.33303,DOWNTOWN,17867002.0,17733276.0,133724.0,0.0
216,81800.0,"Office, Retail Store, Social/Meeting Hall",Small- and Mid-Sized Office,Retail Store,1900,7,1.0,47.60266,-122.33332,DOWNTOWN,3903259.75,3554872.0,0.0,348386.8125
217,89355.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1900,6,1.0,47.60219,-122.33347,DOWNTOWN,4178233.5,4116601.0,61632.0,0.0
218,388934.0,Office,Large Office,,1922,15,1.0,47.6036,-122.33288,DOWNTOWN,18576900.0,17384553.0,0.0,1192343.75
219,353697.899902,"Convenience Store without Gas Station, Food Service, Office",Large Office,Convenience Store without Gas Station,1929,22,1.0,47.60403,-122.33497,DOWNTOWN,10062436.0,10062435.0,0.0,0.0
220,334817.0,"Office, Parking",Large Office,Parking,1958,17,1.0,47.6037,-122.33447,DOWNTOWN,24906132.0,13985064.0,0.0,10921066.0
221,1321412.0,"Office, Parking, Restaurant",Large Office,Parking,1983,47,1.0,47.60505,-122.33427,DOWNTOWN,44683660.0,44521844.0,161812.0,0.0
222,588373.0,"Office, Parking, Pre-school/Daycare",Large Office,Parking,1986,41,1.0,47.60567,-122.33511,DOWNTOWN,24603420.0,24603417.0,0.0,0.0
223,91091.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1950,6,1.0,47.60542,-122.33588,DOWNTOWN,1835804.875,1355021.0,0.0,480784.0
224,100239.0,"Office, Parking",Large Office,Parking,1968,8,1.0,47.60581,-122.33664,DOWNTOWN,3743228.5,3743228.0,0.0,0.0
225,723224.0,"Office, Parking",Large Office,Parking,1991,29,1.0,47.60614,-122.33674,DOWNTOWN,18221224.0,18040489.0,0.0,180731.7969
227,760997.0,"Office, Parking",Large Office,Parking,1980,34,1.0,47.60655,-122.33533,DOWNTOWN,32552428.0,32457349.0,95076.0,0.0
228,216451.0,"Data Center, Office, Parking",Large Office,Parking,1972,14,1.0,47.60671,-122.33456,DOWNTOWN,9641043.0,7486064.0,0.0,2154977.5
229,1071557.0,"Financial Office, Food Sales, Office, Other, Parking",Large Office,Parking,1969,49,1.0,47.60615,-122.33388,DOWNTOWN,45163308.0,38378889.0,6784415.0,0.0
230,1054410.0,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Large Office,Parking,2002,37,1.0,47.60549,-122.33319,DOWNTOWN,41213584.0,41213579.0,0.0,0.0
231,789184.0,"Financial Office, Office, Parking, Retail Store",Large Office,Parking,1973,42,1.0,47.60616,-122.33165,DOWNTOWN,69519808.0,68636822.0,0.0,882983.5
232,201480.0,"Non-Refrigerated Warehouse, Office, Retail Store",Large Office,Retail Store,1907,8,1.0,47.60471,-122.33261,DOWNTOWN,8921778.0,7301810.0,0.0,1619966.875
233,1369370.0,"Office, Parking",Large Office,Parking,1990,63,1.0,47.60501,-122.32988,DOWNTOWN,61576184.0,61576180.0,0.0,0.0
234,298278.0,"Data Center, Office, Other",Large Office,Other,2001,14,1.0,47.60421,-122.32919,DOWNTOWN,21169502.0,16124036.0,5045465.0,0.0
235,196488.0,"Office, Other, Parking, Restaurant",Large Office,Parking,2003,8,1.0,47.60377,-122.32971,DOWNTOWN,13214416.0,8738965.0,4475451.0,0.0
236,372242.0,"Office, Parking",Large Office,Parking,2006,13,1.0,47.60249,-122.32854,DOWNTOWN,13843866.0,11248986.0,2594878.0,0.0
237,96582.0,Office,Large Office,,1909,7,1.0,47.60193,-122.32812,DOWNTOWN,2746560.75,1640689.0,1105871.0,0.0
238,89200.0,Retail Store,Retail Store,,1978,2,1.0,47.66024,-122.31278,NORTHEAST,6461937.0,5499125.0,962811.0,0.0
239,474546.0,Office,Large Office,,1971,23,1.0,47.66072,-122.31466,NORTHEAST,28450436.0,28450433.0,0.0,0.0
240,36000.0,Data Center,Data Center,,1969,5,1.0,47.6606,-122.31512,NORTHEAST,30038490.0,30038487.0,0.0,0.0
241,79555.0,Office,Small- and Mid-Sized Office,,1961,5,1.0,47.661,-122.31626,NORTHEAST,4728488.5,2863212.0,1865277.0,0.0
242,138443.0,"Office, Parking",Large Office,Parking,2002,6,1.0,47.66065,-122.31689,NORTHEAST,4426136.0,4426136.0,0.0,0.0
243,235754.0,"Office, Parking",Large Office,Parking,2002,5,1.0,47.65999,-122.31741,NORTHEAST,7046345.5,7046345.0,0.0,0.0
244,93660.0,Self-Storage Facility,Self-Storage Facility,,1964,5,1.0,47.61591,-122.33238,DOWNTOWN,873221.875,873222.0,0.0,0.0
245,417904.0,"Office, Parking",Large Office,Parking,1980,18,1.0,47.61597,-122.33086,DOWNTOWN,24224888.0,24224886.0,0.0,0.0
246,384794.0,"Fitness Center/Health Club/Gym, Office, Parking",Mixed Use Property,Office,2000,11,1.0,47.6177,-122.3306,DOWNTOWN,9765777.0,9671822.0,93954.0,0.0
247,482133.0,"Office, Parking",Large Office,Parking,1988,20,1.0,47.61695,-122.32965,DOWNTOWN,26823218.0,26602310.0,220905.0,0.0
248,531344.0,"Office, Parking",Large Office,Parking,1979,24,1.0,47.61431,-122.34244,DOWNTOWN,25307744.0,25307741.0,0.0,0.0
249,109347.0,"Laboratory, Office, Parking",Mixed Use Property,Parking,1980,4,1.0,47.6177,-122.3545,DOWNTOWN,8218155.5,7484659.0,733496.0,0.0
250,396626.0,"Office, Parking",Large Office,Parking,1982,6,1.0,47.6182,-122.352,DOWNTOWN,20361158.0,20361156.0,0.0,0.0
251,269314.0,"Office, Other, Other - Restaurant/Bar, Parking",Large Office,Parking,2002,6,1.0,47.61598,-122.34369,DOWNTOWN,14913424.0,14913422.0,0.0,0.0
252,194356.0,"Office, Parking",Large Office,Parking,1947,3,1.0,47.61734,-122.34434,DOWNTOWN,5357833.0,5169641.0,188191.0,0.0
253,250653.0,"Laboratory, Office, Other, Parking",Large Office,Parking,1984,8,1.0,47.6176,-122.35686,DOWNTOWN,29949248.0,29949243.0,0.0,0.0
254,61666.0,Supermarket/Grocery Store,Supermarket / Grocery Store,,1956,1,1.0,47.7019,-122.36374,NORTHWEST,14293972.0,8125218.0,6168753.0,0.0
255,62910.0,"Office, Other, Restaurant",Small- and Mid-Sized Office,Other,1900,5,1.0,47.60227,-122.33202,DOWNTOWN,2933288.75,2836654.0,96634.0,0.0
256,260975.0,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",Large Office,Retail Store,1912,42,1.0,47.60198,-122.33174,DOWNTOWN,23262244.0,11239744.0,11008077.0,1014422.375
257,128800.0,"Non-Refrigerated Warehouse, Other",Warehouse,Other,1977,1,1.0,47.54066,-122.33023,GREATER DUWAMISH,1809101.5,371850.0,1437252.0,0.0
258,226061.0,"Office, Performing Arts, Retail Store",Large Office,Performing Arts,1927,8,1.0,47.60932,-122.33388,DOWNTOWN,13656587.0,9955956.0,0.0,3700629.75
259,330167.0,"Office, Other - Restaurant/Bar, Parking",Large Office,Parking,1964,22,1.0,47.60842,-122.33305,DOWNTOWN,18967014.0,13134207.0,462194.0,5370612.0
260,496176.0,"Office, Other - Education, Parking",Large Office,Parking,1960,21,1.0,47.60869,-122.33588,DOWNTOWN,27076922.0,14315950.0,0.0,12760971.0
261,778144.0,"Financial Office, Office, Other, Parking, Restaurant",Large Office,Parking,1976,42,1.0,47.60896,-122.33481,DOWNTOWN,48479988.0,48479982.0,0.0,0.0
262,542305.0,"Hotel, Swimming Pool",Hotel,Swimming Pool,1923,12,1.0,47.60804,-122.33391,DOWNTOWN,56485204.0,24078107.0,3968211.0,28438884.0
263,291940.0,"Office, Retail Store",Retail Store,Office,1980,2,1.0,47.57936,-122.29744,SOUTHEAST,11688601.0,9933861.0,1754739.0,0.0
264,90785.0,"Distribution Center, Non-Refrigerated Warehouse, Office",Mixed Use Property,Office,1970,1,1.0,47.52871,-122.29443,GREATER DUWAMISH,4383100.5,2530658.0,1852442.0,0.0
265,51116.0,Non-Refrigerated Warehouse,Warehouse,,1960,1,1.0,47.72912,-122.34677,NORTHWEST,930611.875,16765.0,913847.0,0.0
266,146474.0,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Parking,Office,2009,5,1.0,47.62323,-122.33028,LAKE UNION,3085814.0,3085813.0,0.0,0.0
267,173561.0,"Office, Parking",Large Office,Parking,2001,5,1.0,47.62333,-122.3296,LAKE UNION,5803409.0,5803409.0,0.0,0.0
268,55248.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1973,1,1.0,47.65825,-122.3683,BALLARD,3989399.0,3064777.0,924621.0,0.0
269,57300.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1959,2,1.0,47.66587,-122.38476,BALLARD,4560492.0,1853914.0,2706578.0,0.0
270,339799.0,"College/University, Office, Restaurant",Large Office,College/University,1916,6,1.0,47.61429,-122.35263,DOWNTOWN,18102026.0,15974366.0,2127656.0,0.0
271,1392195.0,"Office, Other, Parking, Restaurant",Large Office,Parking,1988,55,1.0,47.60723,-122.33611,DOWNTOWN,53079164.0,49472833.0,1426840.0,2179487.75
272,310000.0,Hotel,Hotel,,1930,21,1.0,47.60968,-122.33379,DOWNTOWN,33729336.0,14578058.0,2866705.0,16284570.0
273,1432565.0,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",Large Office,Parking,1989,46,1.0,47.61054,-122.33466,DOWNTOWN,56606136.0,53668061.0,2938070.0,0.0
274,144570.0,Office,Large Office,,1958,10,1.0,47.61003,-122.33452,DOWNTOWN,6423556.5,4302353.0,0.0,2121203.0
275,65417.0,"Office, Retail Store",Retail Store,Office,1914,4,1.0,47.61159,-122.33601,DOWNTOWN,5252131.0,5252130.0,0.0,0.0
276,121483.0,"Non-Refrigerated Warehouse, Office, Retail Store",Large Office,Retail Store,1921,4,1.0,47.61166,-122.33528,DOWNTOWN,7711757.5,6039805.0,957428.0,714523.6875
277,505834.0,"Office, Parking, Retail Store",Large Office,Parking,1983,29,1.0,47.61125,-122.33494,DOWNTOWN,18848780.0,18848777.0,0.0,0.0
278,114451.0,"Office, Other, Retail Store",Large Office,Other,1926,10,1.0,47.61005,-122.3361,DOWNTOWN,6029020.0,5698221.0,2551.0,328247.0938
279,101685.0,"Office, Other, Parking, Retail Store",Large Office,Parking,1984,6,1.0,47.61033,-122.3357,DOWNTOWN,7335905.5,7335905.0,0.0,0.0
280,332067.0,Hotel,Hotel,,1973,19,1.0,47.60996,-122.33572,DOWNTOWN,37785552.0,19800542.0,2398995.0,15586014.0
281,130513.0,"Office, Restaurant, Retail Store",Large Office,Retail Store,1910,10,1.0,47.60991,-122.33687,DOWNTOWN,11651200.0,6846996.0,4173175.0,631029.0
282,46758.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1920,8,1.0,47.60953,-122.33647,DOWNTOWN,2586116.0,2586116.0,0.0,0.0
283,124508.0,Office,Large Office,,1929,14,1.0,47.60902,-122.33674,DOWNTOWN,6366084.5,4107229.0,0.0,2258855.25
284,125473.0,Office,Large Office,,1929,15,1.0,47.60923,-122.33625,DOWNTOWN,5446624.0,2596546.0,0.0,2850077.75
285,783396.0,"Bank Branch, Office, Other, Parking, Restaurant",Large Office,Parking,1985,30,1.0,47.61022,-122.33745,DOWNTOWN,52226204.0,43199963.0,8506844.0,519390.0
286,56747.0,Office,Small- and Mid-Sized Office,,1906,4,1.0,47.60995,-122.33904,DOWNTOWN,3518459.5,2428286.0,1090173.0,0.0
287,121746.0,"Medical Office, Office, Supermarket/Grocery Store",Large Office,Supermarket/Grocery Store,1927,10,1.0,47.60987,-122.33824,DOWNTOWN,6962073.0,6962072.0,0.0,0.0
288,79920.0,"Office, Other, Retail Store",Mixed Use Property,Retail Store,1910,5,1.0,47.60821,-122.33899,DOWNTOWN,3009463.75,3009464.0,0.0,0.0
289,77640.0,"Food Sales, Multifamily Housing, Office, Other - Education, Other - Restaurant/Bar, Pre-school/Daycare, Restaurant, Retail Store, Supermarket/Grocery Store",Mixed Use Property,Other - Restaurant/Bar,1908,4,1.0,47.60881,-122.34119,DOWNTOWN,14940504.0,10344729.0,4595774.0,0.0
290,118489.0,"Office, Other - Restaurant/Bar, Parking, Retail Store",Parking,Retail Store,1996,6,1.0,47.61164,-122.33446,DOWNTOWN,9671619.0,7122619.0,2548999.0,0.0
291,264307.0,"Movie Theater, Other - Restaurant/Bar, Parking",Parking,Movie Theater,1996,4,1.0,47.61185,-122.33421,DOWNTOWN,7273155.5,5169902.0,2103253.0,0.0
292,1735079.0,"Office, Other, Parking",Large Office,Parking,1989,56,1.0,47.61043,-122.33206,DOWNTOWN,49517704.0,46081813.0,2520230.0,915654.875
293,794592.0,"Office, Other, Parking",Large Office,Parking,1980,36,1.0,47.60967,-122.33229,DOWNTOWN,26689658.0,26031451.0,658204.0,0.0
294,449418.0,"Office, Parking",Large Office,Parking,1971,21,1.0,47.60909,-122.33202,DOWNTOWN,19397324.0,19397322.0,0.0,0.0
295,117160.0,"Office, Parking, Restaurant",Large Office,Parking,1986,12,1.0,47.61029,-122.34089,DOWNTOWN,4757299.5,4757299.0,0.0,0.0
296,71762.0,"Office, Other",Small- and Mid-Sized Office,Other,1999,4,1.0,47.61116,-122.34748,DOWNTOWN,4549892.0,4549891.0,0.0,0.0
297,192798.0,"Laboratory, Office",Large Office,Laboratory,1998,11,1.0,47.6117,-122.34778,DOWNTOWN,13329024.0,13329022.0,0.0,0.0
298,146689.0,Other,Other,,1985,12,1.0,47.61252,-122.34351,DOWNTOWN,14436982.0,14436981.0,0.0,0.0
299,101379.0,"Office, Retail Store",Large Office,Retail Store,1923,11,1.0,47.61108,-122.34217,DOWNTOWN,5327249.5,1846369.0,0.0,3480880.75
300,51840.0,"Office, Restaurant",Small- and Mid-Sized Office,Restaurant,1925,4,1.0,47.61304,-122.34059,DOWNTOWN,2429021.0,1831932.0,597088.0,0.0
301,403794.0,"Data Center, Office, Parking, Restaurant, Retail Store",Mixed Use Property,Office,1913,10,3.0,47.61229,-122.33903,DOWNTOWN,20779796.0,16877013.0,0.0,3902781.25
302,889981.0,"Other, Retail Store",Retail Store,Other,1929,8,1.0,47.61098,-122.33815,DOWNTOWN,17666646.0,14736955.0,1753.0,2927935.25
303,206950.0,Other,Other,,1999,5,1.0,47.61,-122.32922,EAST,19295226.0,17663475.0,0.0,1631750.25
305,46710.0,Urgent Care/Clinic/Other Outpatient,Other,,1988,9,1.0,47.61048,-122.32837,EAST,4169431.5,2722116.0,0.0,1447314.625
306,266000.0,"Medical Office, Parking",Medical Office,Parking,1945,3,1.0,47.61048,-122.32837,EAST,13911761.0,11902958.0,1532059.0,476741.8125
307,540767.0,"Medical Office, Parking",Medical Office,Parking,1992,14,1.0,47.60921,-122.32425,EAST,21156670.0,21156669.0,0.0,0.0
308,327297.0,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",Mixed Use Property,Office,2001,6,1.0,47.61915,-122.34857,LAKE UNION,55073120.0,53506520.0,1566594.0,0.0
309,197028.0,"Data Center, Financial Office, Office, Other, Parking, Restaurant",Mixed Use Property,Data Center,2001,6,1.0,47.61915,-122.34857,LAKE UNION,75073888.0,74917352.0,156525.0,0.0
310,109017.0,Hotel,Hotel,,1979,5,1.0,47.62036,-122.34588,LAKE UNION,9474745.0,5625395.0,3849350.0,0.0
311,275908.0,"Office, Parking",Large Office,Parking,1981,5,1.0,47.62177,-122.36158,MAGNOLIA / QUEEN ANNE,16373232.0,16373229.0,0.0,0.0
312,123061.0,Non-Refrigerated Warehouse,Warehouse,,2001,1,1.0,47.56064,-122.32522,GREATER DUWAMISH,1987934.625,1987934.0,0.0,0.0
313,59090.0,"Distribution Center, Office",Distribution Center,Office,1963,1,1.0,47.54868,-122.3255,GREATER DUWAMISH,2756214.75,634386.0,2121829.0,0.0
314,106001.0,Non-Refrigerated Warehouse,Warehouse,,1963,1,1.0,47.5471,-122.32406,GREATER DUWAMISH,763364.5,763364.0,0.0,0.0
315,178600.0,"Laboratory, Office, Parking",Large Office,Parking,1962,3,1.0,47.63349,-122.32634,LAKE UNION,18309150.0,15941028.0,2368120.0,0.0
316,118733.0,Distribution Center,Distribution Center,,1960,1,1.0,47.53764,-122.3232,GREATER DUWAMISH,775729.1875,774965.0,764.0,0.0
317,82098.0,Office,Large Office,,2001,7,1.0,47.62958,-122.32826,LAKE UNION,4342597.0,4342597.0,0.0,0.0
318,127467.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1984,6,1.0,47.62566,-122.34287,MAGNOLIA / QUEEN ANNE,3063504.5,3063504.0,0.0,0.0
319,105563.0,"Office, Parking",Large Office,Parking,1996,5,2.0,47.62929,-122.34194,MAGNOLIA / QUEEN ANNE,5661689.5,5661689.0,0.0,0.0
320,63199.0,Office,Large Office,,2001,3,1.0,47.64776,-122.33924,LAKE UNION,11319836.0,4904243.0,6415592.0,0.0
321,71751.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1974,5,1.0,47.70105,-122.32659,NORTH,5134607.5,5134607.0,0.0,0.0
322,85339.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1979,6,1.0,47.69999,-122.32663,NORTH,6029121.5,6029121.0,0.0,0.0
323,127389.0,"Adult Education, Bank Branch, Office, Parking",Large Office,Adult Education,1983,5,1.0,47.69917,-122.3268,NORTH,5535626.0,5535625.0,0.0,0.0
324,53730.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1979,4,1.0,47.70063,-122.32487,NORTH,4742869.0,4742869.0,0.0,0.0
325,55593.0,Office,Small- and Mid-Sized Office,,1960,3,1.0,47.5671,-122.36416,DELRIDGE,4224872.5,2842549.0,1382323.0,0.0
326,131203.0,"Office, Parking",Large Office,Parking,1982,4,1.0,47.62269,-122.33224,LAKE UNION,4695139.0,4695138.0,0.0,0.0
327,158415.0,Retail Store,Retail Store,,2005,1,1.0,47.5653,-122.33076,GREATER DUWAMISH,22394416.0,15927634.0,6466780.0,0.0
328,259965.0,"Data Center, Office, Other, Restaurant",Large Office,Data Center,1929,8,1.0,47.61907,-122.33651,LAKE UNION,48406556.0,48155040.0,251511.0,0.0
329,158738.0,Urgent Care/Clinic/Other Outpatient,Other,,1975,8,1.0,47.60953,-122.32793,EAST,61762380.0,46528618.0,9571816.0,5650343.5
330,86995.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1985,4,1.0,47.62003,-122.35706,MAGNOLIA / QUEEN ANNE,2991674.75,2991674.0,0.0,0.0
331,176755.0,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,Supermarket/Grocery Store,1999,1,1.0,47.66057,-122.36857,BALLARD,18390344.0,14099499.0,4290843.0,0.0
332,185845.0,"Office, Other, Parking",Large Office,Parking,2009,5,1.0,47.62402,-122.33755,LAKE UNION,5671256.0,5651060.0,20195.0,0.0
333,55200.0,"Data Center, Laboratory",Laboratory,Data Center,1928,3,1.0,47.62348,-122.33743,LAKE UNION,11594121.0,7500378.0,4093742.0,0.0
334,176171.0,Laboratory,Laboratory,,2003,4,1.0,47.62254,-122.33753,LAKE UNION,33713876.0,20388923.0,13324952.0,0.0
335,134993.0,"Financial Office, Food Service, Office, Other, Parking",Large Office,Parking,2004,6,1.0,47.62286,-122.33804,LAKE UNION,3238216.0,3238216.0,0.0,0.0
336,281912.0,"Medical Office, Office, Parking",Large Office,Parking,2009,5,1.0,47.62383,-122.3356,LAKE UNION,7851334.5,7695280.0,156054.0,0.0
337,127800.0,Non-Refrigerated Warehouse,Warehouse,,1914,5,1.0,47.62572,-122.33389,LAKE UNION,2767491.0,2545590.0,221900.0,0.0
338,561636.0,"Office, Parking",Large Office,Parking,2002,5,1.0,47.62855,-122.33035,LAKE UNION,30083496.0,20922584.0,9160910.0,0.0
339,214770.0,"Office, Parking",Large Office,Parking,2001,6,1.0,47.62621,-122.33128,LAKE UNION,11963428.0,11719809.0,243618.0,0.0
340,639930.0,"Other, Parking",Other,Parking,1997,5,1.0,47.62855,-122.33035,LAKE UNION,131373880.0,64627449.0,66746425.0,0.0
341,159127.0,"Office, Other, Parking, Retail Store",Mixed Use Property,Parking,2003,5,1.0,47.62121,-122.33885,LAKE UNION,31371618.0,20355803.0,11015812.0,0.0
342,208697.0,"Fitness Center/Health Club/Gym, Office, Parking, Restaurant",Large Office,Parking,2006,4,1.0,47.62137,-122.33744,LAKE UNION,6917478.5,5303806.0,1613672.0,0.0
343,284011.0,"Bank Branch, Office, Parking",Large Office,Parking,2006,6,1.0,47.62131,-122.33814,LAKE UNION,7519466.5,7147457.0,372009.0,0.0
344,60743.0,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",Mixed Use Property,Office,1954,3,1.0,47.62002,-122.33687,LAKE UNION,2755829.0,1566221.0,1189608.0,0.0
345,103135.0,Laboratory,Laboratory,,1963,4,1.0,47.62405,-122.34036,LAKE UNION,24395228.0,15355254.0,9039972.0,0.0
346,437500.0,"Laboratory, Office, Parking",Mixed Use Property,Parking,2008,5,1.0,47.62405,-122.34036,LAKE UNION,45252356.0,29992691.0,15259662.0,0.0
347,86148.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1974,5,1.0,47.62115,-122.3597,MAGNOLIA / QUEEN ANNE,3415561.25,3415561.0,0.0,0.0
