,3LargestGFA,ListOfAllPropertyUseTypes,FirstUseType,SecondLargestPropertyUseType,YearBuilt,NumberofFloors,NumberofBuildings,Latitude,Longitude,Neighborhood,SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),SteamUse(kBtu)
2162,40793.0,Retail Store,Retail Store,,1990,1,1.0,47.52254,-122.36627,DELRIDGE,3740373.75,3536625.0,203748.0,0.0
2163,32427.0,Retail Store,Retail Store,,2005,1,1.0,47.52254,-122.36627,DELRIDGE,1608884.25,1036767.0,572117.0,0.0
2166,38287.0,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other,Fitness Center/Health Club/Gym,1975,2,1.0,47.52801,-122.36918,DELRIDGE,8054334.0,3053337.0,5000997.0,0.0
2167,32500.0,"Food Service, Other, Other - Education, Other - Entertainment/Public Assembly, Other - Recreation, Social/Meeting Hall",Mixed Use Property,Other - Entertainment/Public Assembly,1926,1,1.0,47.69766,-122.37346,BALLARD,3275779.25,473305.0,2802474.0,0.0
2168,32250.0,Office,Small- and Mid-Sized Office,,1910,5,1.0,47.59657,-122.33394,DOWNTOWN,796042.375,668479.0,127563.0,0.0
2169,32351.0,"Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",Mixed Use Property,Multifamily Housing,1929,2,1.0,47.69072,-122.35552,NORTHWEST,4585966.0,2087707.0,2498259.0,0.0
2170,51000.0,Retail Store,Retail Store,,1953,1,1.0,47.69061,-122.35731,NORTHWEST,1298039.875,1187021.0,111019.0,0.0
2182,27000.0,"Other, Other - Entertainment/Public Assembly, Self-Storage Facility",Mixed Use Property,Other - Entertainment/Public Assembly,1916,1,1.0,47.58452,-122.3337,GREATER DUWAMISH,229856.4063,229857.0,0.0,0.0
2183,20747.0,"Office, Other - Entertainment/Public Assembly, Restaurant",Other,Restaurant,1935,2,1.0,47.58787,-122.33365,GREATER DUWAMISH,1001964.0,775118.0,226846.0,0.0
2184,40800.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1928,2,1.0,47.58903,-122.33361,GREATER DUWAMISH,817255.875,337487.0,479769.0,0.0
2185,20150.0,Office,Small- and Mid-Sized Office,,1920,2,1.0,47.59508,-122.33378,GREATER DUWAMISH,576174.125,576174.0,0.0,0.0
2186,31500.0,Office,Small- and Mid-Sized Office,,1909,7,1.0,47.59639,-122.33368,DOWNTOWN,1682454.875,1682455.0,0.0,0.0
2187,41276.0,"Non-Refrigerated Warehouse, Office, Retail Store",Warehouse,Retail Store,1938,2,1.0,47.59081,-122.33487,GREATER DUWAMISH,2502081.0,786001.0,1716080.0,0.0
2188,24357.0,"Other, Refrigerated Warehouse",Refrigerated Warehouse,Other,1937,2,1.0,47.58999,-122.33539,GREATER DUWAMISH,1232822.875,907206.0,325617.0,0.0
2190,22580.0,Office,Small- and Mid-Sized Office,,1927,1,1.0,47.58686,-122.33469,GREATER DUWAMISH,928584.875,859792.0,68793.0,0.0
2192,20000.0,Non-Refrigerated Warehouse,Warehouse,,1926,1,1.0,47.60192,-122.31641,CENTRAL,743528.125,129264.0,614264.0,0.0
2193,42000.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1954,1,1.0,47.60224,-122.31529,CENTRAL,2070005.625,604078.0,1465928.0,0.0
2196,60000.0,"Parking, Senior Care Community",Senior Care Community,Parking,1988,4,1.0,47.61806,-122.30984,CENTRAL,3896148.0,1630545.0,2265603.0,0.0
2199,24248.0,"Parking, Self-Storage Facility",Self-Storage Facility,Parking,1962,1,1.0,47.61234,-122.31628,CENTRAL,111969.7031,111750.0,220.0,0.0
2202,244500.0,Senior Care Community,Senior Care Community,,2009,6,1.0,47.70178,-122.32352,NORTH,11019641.0,6338614.0,4681026.0,0.0
2205,22752.0,Non-Refrigerated Warehouse,Warehouse,,1932,1,1.0,47.55608,-122.3388,GREATER DUWAMISH,106918.0,106918.0,0.0,0.0
2206,127065.0,"Office, Parking",Parking,Office,2009,3,1.0,47.55768,-122.33137,GREATER DUWAMISH,3245111.5,3245111.0,0.0,0.0
2207,37247.0,Retail Store,Retail Store,,1964,1,1.0,47.55772,-122.33017,GREATER DUWAMISH,1748644.5,747998.0,1000646.0,0.0
2212,23468.0,Retail Store,Retail Store,,1993,1,1.0,47.69274,-122.37602,BALLARD,3027867.5,1811508.0,1216359.0,0.0
2214,42450.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1910,3,1.0,47.58462,-122.3347,GREATER DUWAMISH,1441445.625,1441445.0,0.0,0.0
2215,32000.0,Non-Refrigerated Warehouse,Warehouse,,1900,2,1.0,47.58318,-122.3347,GREATER DUWAMISH,586589.1875,130124.0,456465.0,0.0
2217,41247.0,"Office, Other",Small- and Mid-Sized Office,Other,1937,2,1.0,47.57595,-122.33624,GREATER DUWAMISH,1528295.75,908543.0,619753.0,0.0
2218,33874.0,"Non-Refrigerated Warehouse, Office, Social/Meeting Hall",Small- and Mid-Sized Office,Non-Refrigerated Warehouse,1923,1,1.0,47.57529,-122.33475,GREATER DUWAMISH,771512.6875,563096.0,208417.0,0.0
2222,53547.0,"Retail Store, Supermarket/Grocery Store",Retail Store,Supermarket/Grocery Store,1966,1,1.0,47.54723,-122.28455,SOUTHEAST,12434593.0,5359975.0,7074617.0,0.0
2225,31375.0,K-12 School,K-12 School,,1962,3,1.0,47.53887,-122.37564,DELRIDGE,1274049.75,290239.0,983811.0,0.0
2227,22000.0,"Parking, Worship Facility",Worship Facility,Parking,1965,1,1.0,47.64,-122.39743,MAGNOLIA / QUEEN ANNE,992794.6875,122390.0,870405.0,0.0
2228,71874.0,Self-Storage Facility,Self-Storage Facility,,1990,2,1.0,47.70281,-122.35623,NORTHWEST,1242811.75,455972.0,786840.0,0.0
2231,30100.0,Office,Small- and Mid-Sized Office,,1971,2,1.0,47.60104,-122.30155,CENTRAL,1508561.875,1128549.0,380013.0,0.0
2233,94370.0,Senior Care Community,Senior Care Community,,2001,4,1.0,47.60073,-122.30257,CENTRAL,4089677.5,2763099.0,1326578.0,0.0
2234,21200.0,"Office, Retail Store",Retail Store,Office,1998,2,1.0,47.60009,-122.3017,CENTRAL,1676426.5,1676426.0,0.0,0.0
2235,30912.0,"Other, Supermarket/Grocery Store",Supermarket / Grocery Store,Other,1980,1,1.0,47.59881,-122.30189,CENTRAL,6058494.0,6058493.0,0.0,0.0
2236,23421.0,"Bank Branch, Retail Store",Retail Store,Bank Branch,1980,2,1.0,47.59881,-122.30189,CENTRAL,1896626.375,1896626.0,0.0,0.0
2239,117116.0,K-12 School,K-12 School,,1931,3,1.0,47.6763,-122.38051,BALLARD,5722325.5,1031648.0,4690677.0,0.0
2240,24120.0,Worship Facility,Worship Facility,,1928,2,1.0,47.67628,-122.38238,BALLARD,893053.1875,344302.0,548751.0,0.0
2241,35736.0,"Office, Worship Facility",Worship Facility,Office,1929,3,1.0,47.6764,-122.38502,BALLARD,1148202.25,213096.0,935106.0,0.0
2244,49500.0,Non-Refrigerated Warehouse,Warehouse,,1941,1,1.0,47.57298,-122.33644,GREATER DUWAMISH,1206165.75,787054.0,419112.0,0.0
2245,21900.0,Retail Store,Retail Store,,1954,2,1.0,47.57044,-122.33475,GREATER DUWAMISH,1302192.875,574237.0,727956.0,0.0
2246,65164.0,Distribution Center,Distribution Center,,1952,1,1.0,47.57227,-122.33843,GREATER DUWAMISH,150167.7969,138179.0,11989.0,0.0
2247,33462.0,Non-Refrigerated Warehouse,Warehouse,,1964,1,1.0,47.57339,-122.33735,GREATER DUWAMISH,1386445.375,1386445.0,0.0,0.0
2248,29223.0,"Non-Refrigerated Warehouse, Other, Refrigerated Warehouse",Mixed Use Property,Non-Refrigerated Warehouse,1952,1,1.0,47.57506,-122.33862,GREATER DUWAMISH,1331469.75,564235.0,767235.0,0.0
2252,34733.0,Other,Other,,1962,3,1.0,47.54089,-122.32323,GREATER DUWAMISH,4653535.0,4653534.0,0.0,0.0
2253,35640.0,"Other - Mall, Parking",Other,Parking,1991,2,1.0,47.59886,-122.31678,DOWNTOWN,8163413.0,2918371.0,5245042.0,0.0
2254,22850.0,"Non-Refrigerated Warehouse, Worship Facility",Warehouse,Worship Facility,1930,1,1.0,47.59774,-122.31936,DOWNTOWN,415364.5938,166749.0,248616.0,0.0
2255,22522.0,Self-Storage Facility,Self-Storage Facility,,1947,3,1.0,47.67923,-122.31715,NORTHEAST,561473.875,136609.0,424865.0,0.0
2256,38959.0,Self-Storage Facility,Self-Storage Facility,,1996,4,1.0,47.67905,-122.31697,NORTHEAST,905750.375,525913.0,379837.0,0.0
2259,25955.0,"Non-Refrigerated Warehouse, Office, Other - Services",Warehouse,Other - Services,1928,2,1.0,47.5867,-122.30519,GREATER DUWAMISH,1218112.0,1218112.0,0.0,0.0
2270,46100.0,"K-12 School, Parking",K-12 School,Parking,1923,4,1.0,47.60776,-122.32481,EAST,2177064.75,1097533.0,531237.0,548294.6875
2278,21936.0,Worship Facility,Worship Facility,,1951,2,1.0,47.70901,-122.35498,NORTHWEST,608755.375,77010.0,531746.0,0.0
2280,25406.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)","Personal Services (Health/Beauty, Dry Cleaning, etc)",,1960,1,1.0,47.7162,-122.2956,NORTH,2442220.0,1901857.0,540363.0,0.0
2289,22014.0,Office,Small- and Mid-Sized Office,,1967,2,1.0,47.56029,-122.2858,SOUTHEAST,904236.0,904236.0,0.0,0.0
2292,30000.0,"Non-Refrigerated Warehouse, Parking",Warehouse,Parking,1960,1,1.0,47.55966,-122.33146,GREATER DUWAMISH,2794837.0,600754.0,2194083.0,0.0
2293,41939.0,"Non-Refrigerated Warehouse, Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",Warehouse,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1962,1,1.0,47.56522,-122.32205,GREATER DUWAMISH,1791697.75,988941.0,802757.0,0.0
2311,51410.0,K-12 School,K-12 School,,1962,1,1.0,47.57269,-122.39673,SOUTHWEST,1968907.25,862071.0,1106836.0,0.0
2324,103035.0,"College/University, Restaurant",University,Restaurant,1959,2,1.0,47.65019,-122.36173,MAGNOLIA / QUEEN ANNE,16378152.0,6103316.0,10274835.0,0.0
2325,533826.0,College/University,University,,1945,2,14.0,47.65019,-122.36173,MAGNOLIA / QUEEN ANNE,90609640.0,22619097.0,67990538.0,0.0
2326,31680.0,Senior Care Community,Senior Care Community,,1995,2,1.0,47.70953,-122.31075,NORTH,2545030.75,1508577.0,1036454.0,0.0
2328,23022.0,Office,Small- and Mid-Sized Office,,1980,4,1.0,47.70868,-122.30089,NORTH,1027230.875,865244.0,161987.0,0.0
2330,27200.0,"Office, Other, Refrigerated Warehouse",Refrigerated Warehouse,Other,1967,1,1.0,47.56173,-122.32885,GREATER DUWAMISH,2470642.0,2470642.0,0.0,0.0
2331,33000.0,Non-Refrigerated Warehouse,Warehouse,,1962,1,1.0,47.56318,-122.32889,GREATER DUWAMISH,3064039.5,804992.0,2259047.0,0.0
2332,22509.0,Non-Refrigerated Warehouse,Warehouse,,1956,1,1.0,47.56362,-122.32876,GREATER DUWAMISH,177812.7969,177813.0,0.0,0.0
2333,39984.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1956,1,1.0,47.56424,-122.32902,GREATER DUWAMISH,1073156.375,437302.0,635854.0,0.0
2338,73769.0,K-12 School,K-12 School,,1925,2,1.0,47.62442,-122.31838,EAST,2556131.0,886515.0,1669616.0,0.0
2342,26440.0,Worship Facility,Worship Facility,,1906,1,1.0,47.62322037,-122.320017,EAST,719905.1875,223375.0,496530.0,0.0
2355,45370.0,K-12 School,K-12 School,,1961,1,1.0,47.68503,-122.28267,NORTHEAST,1436773.875,1120124.0,316650.0,0.0
2357,28800.0,Self-Storage Facility,Self-Storage Facility,,1956,2,1.0,47.59291,-122.31042,GREATER DUWAMISH,1143826.625,678658.0,465168.0,0.0
2359,31100.0,K-12 School,K-12 School,,2009,2,4.0,47.61791,-122.28594,CENTRAL,1162561.125,717507.0,445054.0,0.0
2379,26519.0,"Office, Restaurant",Restaurant,Office,1978,2,1.0,47.62902,-122.33173,LAKE UNION,3717064.0,2170550.0,1546514.0,0.0
2380,58434.0,"Other, Parking, Restaurant",Mixed Use Property,Other,1988,2,1.0,47.62774,-122.33384,LAKE UNION,15480681.0,6642344.0,8838336.0,0.0
2381,26300.0,Other - Entertainment/Public Assembly,Other,,1921,2,1.0,47.62643,-122.33946,MAGNOLIA / QUEEN ANNE,3537841.5,1537923.0,1999918.0,0.0
2382,34072.0,Restaurant,Restaurant,,1962,2,1.0,47.63734,-122.33988,LAKE UNION,6584966.5,2664187.0,3920779.0,0.0
2383,21915.0,Office,Small- and Mid-Sized Office,,1949,3,1.0,47.63614,-122.33982,LAKE UNION,840549.375,840549.0,0.0,0.0
2384,30435.0,"Office, Restaurant",Small- and Mid-Sized Office,Restaurant,1965,4,1.0,47.63575,-122.33895,MAGNOLIA / QUEEN ANNE,3542708.5,1884294.0,1658414.0,0.0
2385,20332.0,Other,Other,,1946,1,1.0,47.67642,-122.3035,NORTHEAST,392683.6875,213927.0,178757.0,0.0
2389,90383.0,Senior Care Community,Senior Care Community,,1949,3,1.0,47.67557,-122.30214,NORTHEAST,5867616.0,2449909.0,3417706.0,0.0
2392,21850.0,Worship Facility,Worship Facility,,1900,1,1.0,47.61118,-122.288,CENTRAL,317794.4063,82056.0,235738.0,0.0
2398,300551.0,"Multifamily Housing, Office, Parking, Retail Store",Large Office,Parking,1983,13,1.0,47.60449,-122.33803,DOWNTOWN,9512829.0,9512827.0,0.0,0.0
2402,28309.0,Self-Storage Facility,Self-Storage Facility,,1918,2,1.0,47.64633,-122.3508,MAGNOLIA / QUEEN ANNE,430308.9063,238481.0,191828.0,0.0
2403,45500.0,Hotel,Hotel,,1914,4,1.0,47.60154,-122.3352,DOWNTOWN,2799595.0,1069553.0,788902.0,941139.6875
2404,31667.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1900,5,1.0,47.60106,-122.33458,DOWNTOWN,2058532.875,2058533.0,0.0,0.0
2406,30703.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1900,4,1.0,47.60149,-122.33458,DOWNTOWN,1544501.75,769417.0,775085.0,0.0
2409,31836.0,"Office, Restaurant, Retail Store, Self-Storage Facility",Small- and Mid-Sized Office,Restaurant,1900,4,1.0,47.60023,-122.33459,DOWNTOWN,1287497.375,1075503.0,211994.0,0.0
2411,22200.0,Other,Other,,1900,3,1.0,47.59976,-122.33514,DOWNTOWN,188745.7031,64453.0,124293.0,0.0
2412,28897.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1968,2,1.0,47.64306,-122.34219,MAGNOLIA / QUEEN ANNE,3768900.5,3253683.0,515217.0,0.0
2413,23050.0,Non-Refrigerated Warehouse,Warehouse,,1938,1,1.0,47.64793,-122.34358,LAKE UNION,466672.6875,466673.0,0.0,0.0
2414,48350.0,Office,Small- and Mid-Sized Office,,2008,4,1.0,47.64747,-122.34086,LAKE UNION,3168131.0,3168131.0,0.0,0.0
2415,46000.0,Retail Store,Retail Store,,1930,1,1.0,47.66097,-122.3192,NORTHEAST,1582655.875,1374074.0,208582.0,0.0
2432,23595.0,Medical Office,Medical Office,,1970,2,1.0,47.67437,-122.3181,NORTHEAST,817409.625,799401.0,18009.0,0.0
2438,28142.0,Office,Small- and Mid-Sized Office,,1900,3,1.0,47.59938,-122.33328,DOWNTOWN,847097.8125,414101.0,92381.0,340615.5938
2439,24334.0,"Non-Refrigerated Warehouse, Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1900,3,1.0,47.59954,-122.33327,DOWNTOWN,2615973.5,572200.0,1543021.0,500752.8125
2440,38686.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1902,4,1.0,47.59979,-122.33318,DOWNTOWN,713326.875,524342.0,188985.0,0.0
2441,46035.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1909,3,1.0,47.60071,-122.33377,DOWNTOWN,2092696.0,1597575.0,991813.0,0.0
2442,59434.0,"Other, Parking",Other,Parking,1926,2,1.0,47.61492,-122.31728,EAST,4199443.0,3327045.0,872398.0,0.0
2443,30720.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1917,3,1.0,47.61459,-122.31724,EAST,1288669.5,930084.0,358585.0,0.0
2444,21412.0,"Office, Restaurant, Retail Store",Mixed Use Property,Office,1916,2,1.0,47.61428,-122.31726,EAST,412562.4063,412562.0,0.0,0.0
2445,31458.0,"Office, Restaurant, Retail Store",Mixed Use Property,Restaurant,1912,2,1.0,47.61421,-122.3193,EAST,1333289.625,1333290.0,0.0,0.0
2446,17061.0,"Non-Refrigerated Warehouse, Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1906,3,1.0,47.61508,-122.31845,EAST,964923.8125,725243.0,239681.0,0.0
2447,36940.0,Retail Store,Retail Store,,1916,2,1.0,47.61478,-122.31847,EAST,336745.4063,336745.0,0.0,0.0
2448,22866.0,Office,Small- and Mid-Sized Office,,1913,3,1.0,47.61435,-122.31859,EAST,1153690.125,877955.0,275735.0,0.0
2449,32919.0,"Restaurant, Retail Store",Retail Store,Restaurant,1920,1,1.0,47.61466,-122.31984,EAST,1264626.875,1061362.0,203265.0,0.0
2454,27022.0,Other,Other,,1962,2,1.0,47.65729,-122.31937,NORTHEAST,5078204.0,5078203.0,0.0,0.0
2457,28800.0,"Hotel, Restaurant",Hotel,Restaurant,1908,3,1.0,47.59766,-122.32394,DOWNTOWN,4644346.0,1218294.0,3426052.0,0.0
2459,28800.0,Restaurant,Restaurant,,1913,3,1.0,47.59697,-122.32474,DOWNTOWN,899924.1875,402907.0,497017.0,0.0
2460,33354.0,"Bank Branch, Office",Small- and Mid-Sized Office,Bank Branch,1979,3,1.0,47.59644,-122.32415,DOWNTOWN,3605755.5,3605755.0,0.0,0.0
2467,95117.0,"Parking, Senior Care Community",Senior Care Community,Parking,1969,6,1.0,47.61318,-122.32747,EAST,7202141.5,4307003.0,2895138.0,0.0
2469,24600.0,Worship Facility,Worship Facility,,1910,2,1.0,47.61426,-122.32661,EAST,331059.5,258312.0,72748.0,0.0
2471,36750.0,"Office, Other, Worship Facility",Worship Facility,Office,1900,1,1.0,47.60514,-122.32613,EAST,1063480.5,239923.0,7881.0,815676.125
2482,109726.0,Hospital (General Medical & Surgical),Hospital,,1961,3,1.0,47.58767,-122.38672,SOUTHWEST,2037720.625,2037720.0,0.0,0.0
2489,25000.0,"Food Sales, Non-Refrigerated Warehouse, Office",Warehouse,Food Sales,1964,1,1.0,47.55317,-122.33289,GREATER DUWAMISH,1989103.875,861621.0,1127483.0,0.0
2490,25000.0,"Non-Refrigerated Warehouse, Office",Warehouse,Office,1960,1,1.0,47.55544,-122.33294,GREATER DUWAMISH,287132.5,143797.0,143335.0,0.0
2491,23000.0,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,,1927,1,1.0,47.55523,-122.33448,GREATER DUWAMISH,774075.6875,315436.0,458640.0,0.0
2492,26109.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1917,3,1.0,47.61543,-122.32657,EAST,1031667.5,810115.0,221553.0,0.0
2506,38597.0,"Multifamily Housing, Office, Other - Entertainment/Public Assembly, Parking",Small- and Mid-Sized Office,Parking,1989,7,1.0,47.61161,-122.34592,DOWNTOWN,1478979.25,1478979.0,0.0,0.0
2512,22960.0,Other - Entertainment/Public Assembly,Other,,1961,3,1.0,47.63644,-122.34218,MAGNOLIA / QUEEN ANNE,2266983.0,542327.0,1724655.0,0.0
2514,44739.0,"Parking, Supermarket/Grocery Store",Supermarket / Grocery Store,Parking,1998,1,1.0,47.62048,-122.31386,EAST,14585813.0,8270312.0,6315500.0,0.0
2518,37837.0,"Medical Office, Office, Other, Restaurant, Retail Store",Mixed Use Property,Office,1948,1,1.0,47.66816,-122.27706,NORTHEAST,2470566.0,224359.0,2246207.0,0.0
2519,21452.0,"Pre-school/Daycare, Worship Facility",Worship Facility,Pre-school/Daycare,1956,2,1.0,47.68517,-122.38733,BALLARD,866806.0,189790.0,677016.0,0.0
2521,25753.0,Other - Entertainment/Public Assembly,Other,,1959,1,1.0,47.62322,-122.29006,CENTRAL,1378130.25,231543.0,1146587.0,0.0
2522,71280.0,Other - Recreation,Other,,1928,3,1.0,47.62816,-122.28067,EAST,22767828.0,7528486.0,15239341.0,0.0
2523,38297.0,K-12 School,K-12 School,,1925,3,1.0,47.63408,-122.28483,EAST,1845150.625,624583.0,1220568.0,0.0
2524,225629.0,"Parking, Senior Care Community, Worship Facility",Senior Care Community,Parking,1963,16,1.0,47.63429,-122.27652,EAST,20628680.0,6566843.0,14061838.0,0.0
2530,677618.0,"Multifamily Housing, Office, Parking, Restaurant",Mixed Use Property,Multifamily Housing,2009,19,1.0,47.61811,-122.33908,DOWNTOWN,27684480.0,23343425.0,4341053.0,0.0
2535,24200.0,"Parking, Worship Facility",Worship Facility,Parking,1968,1,1.0,47.53857,-122.28026,SOUTHEAST,826488.6875,466335.0,360154.0,0.0
2547,66720.0,Self-Storage Facility,Self-Storage Facility,,1994,3,1.0,47.56785,-122.37039,DELRIDGE,640377.0,329414.0,310963.0,0.0
2548,35400.0,"Office, Other",Other,Office,1950,1,1.0,47.56774,-122.33289,GREATER DUWAMISH,3646053.75,2922836.0,723217.0,0.0
2559,15006.0,K-12 School,K-12 School,,1938,2,1.0,47.71387,-122.3535,NORTHWEST,1219863.125,210763.0,1009100.0,0.0
2562,18748.0,"Fitness Center/Health Club/Gym, Office, Other, Other - Utility, Restaurant, Retail Store",Mixed Use Property,Office,1924,2,1.0,47.61426,-122.3253,EAST,2662054.25,1077101.0,1584953.0,0.0
2564,22540.0,"Medical Office, Office, Retail Store",Retail Store,Office,1910,2,1.0,47.61386,-122.32481,EAST,782343.8125,292118.0,490226.0,0.0
2567,48783.0,K-12 School,K-12 School,,1904,3,1.0,47.61339,-122.32594,EAST,3625407.5,1537012.0,2088395.0,0.0
2568,46560.0,Other - Entertainment/Public Assembly,Other,,1954,2,1.0,47.61449,-122.32592,EAST,690557.6875,419713.0,270845.0,0.0
2575,30408.0,"Bank Branch, Parking",Bank Branch,Parking,1980,3,1.0,47.63303,-122.34268,MAGNOLIA / QUEEN ANNE,1440554.25,1440554.0,0.0,0.0
2579,35600.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1920,3,1.0,47.63439,-122.34078,MAGNOLIA / QUEEN ANNE,1465795.75,949635.0,516161.0,0.0
2581,39929.0,K-12 School,K-12 School,,1964,2,1.0,47.55257,-122.38019,SOUTHWEST,1813718.0,1065111.0,748607.0,0.0
2583,25481.0,Office,Small- and Mid-Sized Office,,1960,2,1.0,47.63985,-122.36712,MAGNOLIA / QUEEN ANNE,917100.3125,219291.0,697809.0,0.0
2584,141297.0,Senior Care Community,Senior Care Community,,1967,1,1.0,47.53515,-122.26556,SOUTHEAST,19423344.0,6797882.0,12625460.0,0.0
2593,37484.0,"Office, Other - Restaurant/Bar",Small- and Mid-Sized Office,Other - Restaurant/Bar,1912,2,1.0,47.62298,-122.33082,LAKE UNION,2119806.25,1659964.0,459842.0,0.0
2603,41704.0,Hotel,Hotel,,1990,4,1.0,47.729,-122.34473,NORTHWEST,1943899.25,969192.0,974707.0,0.0
2606,21000.0,Non-Refrigerated Warehouse,Warehouse,,1941,2,1.0,47.56683,-122.33358,GREATER DUWAMISH,588856.125,193898.0,394958.0,0.0
2607,32000.0,Other - Entertainment/Public Assembly,Other,,1946,2,1.0,47.5661,-122.33358,GREATER DUWAMISH,1725108.25,1126394.0,598714.0,0.0
2608,32628.0,"Manufacturing/Industrial Plant, Office, Retail Store",Mixed Use Property,Manufacturing/Industrial Plant,1947,1,1.0,47.56555,-122.33362,GREATER DUWAMISH,1992158.25,1295854.0,696304.0,0.0
2612,99941.0,"Parking, Senior Care Community",Senior Care Community,Parking,2005,4,1.0,47.69413,-122.30592,NORTH,4233753.0,2919115.0,1314638.0,0.0
2614,22350.0,"Office, Retail Store",Small- and Mid-Sized Office,Retail Store,1922,3,1.0,47.61545,-122.3238,EAST,1072151.375,961739.0,110412.0,0.0
2623,56000.0,Senior Care Community,Senior Care Community,,1961,2,1.0,47.66312,-122.35311,NORTHWEST,6135173.0,2657803.0,3477370.0,0.0
2626,52901.0,K-12 School,K-12 School,,1971,2,1.0,47.53074,-122.28491,GREATER DUWAMISH,2240342.0,1273997.0,966345.0,0.0
2628,22583.0,Senior Care Community,Senior Care Community,,1954,1,1.0,47.70883,-122.28887,NORTH,1981360.0,743706.0,1237654.0,0.0
2631,36420.0,"Food Service, Library, Office, Parking",Small- and Mid-Sized Office,Parking,1997,3,1.0,47.66117,-122.3391,LAKE UNION,2305643.5,2305643.0,0.0,0.0
2632,29634.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1981,3,1.0,47.6483,-122.33438,LAKE UNION,720170.6875,720171.0,0.0,0.0
2636,25000.0,Non-Refrigerated Warehouse,Warehouse,,1972,1,1.0,47.70833,-122.34429,NORTHWEST,227509.5,227509.0,0.0,0.0
2637,22452.0,Hotel,Hotel,,1992,3,1.0,47.54774,-122.32091,GREATER DUWAMISH,1244150.0,524385.0,719765.0,0.0
2642,17434.0,Bank Branch,Bank Branch,,1912,2,1.0,47.66148,-122.31279,NORTHEAST,1581352.75,1581352.0,0.0,0.0
2643,29047.0,"Office, Retail Store",Retail Store,Office,1953,4,1.0,47.66188,-122.31279,NORTHEAST,1822834.25,1270124.0,552710.0,0.0
2644,77300.0,"K-12 School, Office, Supermarket/Grocery Store, Worship Facility",Worship Facility,Office,1927,2,1.0,47.6645,-122.31224,NORTHEAST,2462408.25,939974.0,1522434.0,0.0
2652,91900.0,Senior Care Community,Senior Care Community,,1955,7,1.0,47.66756,-122.35484,NORTHWEST,8136665.5,2409635.0,5727030.0,0.0
2654,76952.0,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Warehouse,Office,1979,2,1.0,47.64748,-122.33435,LAKE UNION,4103800.75,3680806.0,422994.0,0.0
2655,30740.0,K-12 School,K-12 School,,1910,2,1.0,47.66389,-122.33692,LAKE UNION,1594733.625,335907.0,1258827.0,0.0
2656,31174.0,Supermarket/Grocery Store,Supermarket / Grocery Store,,1957,1,1.0,47.66185,-122.33594,LAKE UNION,9232576.0,5713530.0,3519045.0,0.0
2667,27966.0,"Office, Parking",Small- and Mid-Sized Office,Parking,1957,1,1.0,47.66345,-122.3134,NORTHEAST,1100499.75,1100500.0,0.0,0.0
2668,25828.0,"Parking, Supermarket/Grocery Store",Supermarket / Grocery Store,Parking,1950,1,1.0,47.66429,-122.31389,NORTHEAST,7588060.5,5349470.0,2238590.0,0.0
2671,38366.0,"Bank Branch, Parking",Mixed Use Property,Parking,1976,2,1.0,47.6616,-122.31393,NORTHEAST,1159807.125,1159807.0,0.0,0.0
2673,228752.0,"Parking, Senior Care Community",Senior Care Community,Parking,1965,10,1.0,47.67807,-122.32917,NORTHWEST,22055140.0,6629292.0,15425848.0,0.0
2680,27991.0,"Laboratory, Office",Small- and Mid-Sized Office,Laboratory,1998,3,1.0,47.6342,-122.32661,LAKE UNION,6197824.5,6197824.0,0.0,0.0
2682,22840.0,"Office, Other",Small- and Mid-Sized Office,Other,1900,4,1.0,47.60102,-122.33378,DOWNTOWN,881386.1875,881386.0,0.0,0.0
2683,17420.0,"Bar/Nightclub, Food Sales, Museum, Retail Store, Supermarket/Grocery Store",Museum,Bar/Nightclub,1900,1,1.0,47.60135,-122.33327,DOWNTOWN,810636.875,722467.0,88170.0,0.0
2684,20880.0,Office,Small- and Mid-Sized Office,,1900,1,1.0,47.6011,-122.33197,DOWNTOWN,683274.0,683274.0,0.0,0.0
